Date,Symbol,Company,Type,Split Ratio
2023-06-30,AUDA,"Audacy, Inc.",Reverse,1 for 30.00
2023-06-30,JRSS,Jrsis Health Care Corp,Reverse,1 for 10.00
2023-06-29,NPPXF,Nippon Telegraph and Telephone Corporation,Forward,0.04 for 1
2023-06-29,GHI,Greystone Housing Impact Investors Lp,Forward,1.00 for 1
2023-06-29,SKKAF,SK Kaken Co ,Forward,0.20 for 1
2023-06-29,ANY,Sphere 3D Corp,Reverse,1 for 7.00
2023-06-29,TNYYF,Tinybeans Group Ltd.,Forward,0.95 for 1
2023-06-29,MRAI,"Marpai, Inc.",Reverse,1 for 4.00
2023-06-29,ALLR,"Allarity Therapeutics, Inc.",Reverse,1 for 40.00
2023-06-28,ACCMF,Aac Clyde Space Ab,Forward,0.98 for 1
2023-06-28,TITMF,Titomic Ltd,Forward,1.00 for 1
2023-06-28,ALLR,"Allarity Therapeutics, Inc.",Reverse,1 for 40.00
2023-06-28,GHVNF,Goldhaven Resources Corp,Reverse,1 for 6.00
2023-06-27,AREB,American Rebel Holdings ,Reverse,1 for 25.00
2023-06-26,TMASF,Temas Resources Corp.,Reverse,1 for 9.00
2023-06-26,SKLZ,Skillz Inc.,Reverse,1 for 20.00
2023-06-23,TRFNF,Trufin Plc,Forward,1.00 for 1
2023-06-23,TRI,Thomson Reuters Corp,Reverse,1 for 1.04
2023-06-23,COOSF,Carbios SA,Forward,0.91 for 1
2023-06-23,XAUMF,Goldmoney Inc (OTC),Reverse,1 for 5.00
2023-06-23,ACNDF,Capitaland India Trust,Forward,1.00 for 1
2023-06-23,SHPW,"Shapeways Holdings, Inc.",Reverse,1 for 8.00
2023-06-22,STCN,Steel Connect,Reverse,1 for 9.33
2023-06-22,MEDS,"Scienture Holdings, Inc.",Reverse,1 for 15.00
2023-06-21,DOUG,Douglas Elliman Inc.,Forward,0.95 for 1
2023-06-21,LPTX,Leap Therapeutics,Reverse,1 for 10.00
2023-06-21,EPWCF,Empower Clinics Inc,Reverse,1 for 5.00
2023-06-21,BSFC,Blue Star Foods Corp.,Reverse,1 for 20.00
2023-06-20,DGWR,"Deep Green Waste & Recycling, Inc.",Reverse,1 for 1500.00
2023-06-20,WECFF,White Energy Company Limited,Forward,1.00 for 1
2023-06-20,EFOI,Energy Focus Inc.,Reverse,1 for 7.00
2023-06-20,YJ,Yunji Inc,Reverse,1 for 10.00
2023-06-20,CNGGF,Cann Group Ltd.,Forward,0.99 for 1
2023-06-16,BWNAF,Verity Resources Limited,Forward,1.00 for 1
2023-06-16,IZEA,"IZEA Worldwide, Inc.",Reverse,1 for 4.00
2023-06-16,EFLVF,Electrovaya Inc.,Reverse,1 for 5.00
2023-06-15,ATIP,"Ati Physical Therapy, Inc.",Reverse,1 for 50.00
2023-06-15,NBSE,Neubase Therapeutics,Reverse,1 for 20.00
2023-06-15,BOXL,Boxlight,Reverse,1 for 8.00
2023-06-15,LOCL,Local Bounti Corporation,Reverse,1 for 13.00
2023-06-14,HWBK,Hawthorn Bancshares,Forward,0.96 for 1
2023-06-14,SNMP,Evolve Transition Infrastructure Lp,Reverse,1 for 30.00
2023-06-14,TMXXF,Tmx Group Ltd.,Forward,0.20 for 1
2023-06-14,CCBC,Chino Commercial Bancorp,Forward,0.83 for 1
2023-06-13,OPAD,Offerpad Solutions Inc.,Reverse,1 for 15.00
2023-06-13,REFXF,Redflow Limited,Forward,1.00 for 1
2023-06-13,VENG,Vision Energy Corporation,Reverse,1 for 5.00
2023-06-12,FNCH,"Finch Therapeutics Group, Inc.",Reverse,1 for 30.00
2023-06-12,CELZ,"Creative Medical Technology Holdings, Inc.",Reverse,1 for 10.00
